"customerid","age","gender","Marital Status","income","transactionid","Date","productid","price","qty","totalamount","storeid","storename","groupstore","Type","latitude","longitude","Product Name"
443,33,1,"","9,28",TR66239,"15/02/2022",P5,4200,5,21000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Thai Tea
73,53,0,Married,"13,71",TR75389,"15/02/2022",P5,4200,4,16800,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Thai Tea
101,61,1,Married,"54,2",TR82838,"15/02/2022",P10,15000,4,60000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
311,61,1,Married,"7,64",TR93127,"15/02/2022",P6,18000,1,18000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Cashew
376,44,0,Married,"14,65",TR12915,"16/02/2022",P9,10000,4,40000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
279,62,0,Married,"5,35",TR1540,"16/02/2022",P9,10000,6,60000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Yoghurt
109,35,1,Married,"10,04",TR28806,"16/02/2022",P1,8800,5,44000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar
384,59,1,Married,"4,42",TR38231,"16/02/2022",P9,10000,7,70000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
177,33,1,Married,"8,06",TR40812,"16/02/2022",P1,8800,3,26400,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
306,49,0,Married,"16,52",TR55516,"16/02/2022",P4,12000,2,24000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
313,46,0,Married,"15,39",TR68453,"16/02/2022",P4,12000,1,12000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip
239,41,1,Married,"6,55",TR88691,"16/02/2022",P7,9400,3,28200,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
73,53,0,Married,"13,71",TR89248,"16/02/2022",P3,7500,6,45000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Crackers
269,39,1,Married,"6,3",TR89422,"16/02/2022",P5,4200,5,21000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Thai Tea
338,46,1,Married,"5,12",TR90757,"16/02/2022",P7,9400,4,37600,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Coffee Candy
234,61,1,Married,"10,86",TR91651,"16/02/2022",P3,7500,2,15000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers
36,32,1,Married,"10,4",TR95208,"16/02/2022",P2,3200,7,22400,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
17,35,0,Married,"3,14",TR12401,"17/02/2022",P6,18000,1,18000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cashew
93,32,0,Married,"4,85",TR3972,"17/02/2022",P3,7500,2,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
254,58,0,Single,"6,05",TR45561,"17/02/2022",P4,12000,1,12000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
289,29,0,Married,"2,37",TR48808,"17/02/2022",P2,3200,6,19200,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
116,51,1,Married,"15,77",TR49092,"17/02/2022",P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
270,49,1,Married,"8,81",TR49903,"17/02/2022",P8,16000,2,32000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Oat
370,26,1,Single,"1,28",TR50781,"17/02/2022",P8,16000,2,32000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
162,49,0,Married,"11,46",TR55120,"17/02/2022",P5,4200,3,12600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Thai Tea
114,22,0,Single,"3,14",TR59782,"17/02/2022",P10,15000,1,15000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cheese Stick
302,51,0,Married,"15,43",TR65019,"17/02/2022",P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
140,54,0,Married,"9,57",TR72122,"17/02/2022",P1,8800,3,26400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Choco Bar
91,59,0,Married,"9,85",TR74224,"17/02/2022",P3,7500,4,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Crackers
435,29,1,Married,"3,61",TR77859,"17/02/2022",P9,10000,5,50000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt
333,47,0,Married,"17,99",TR90393,"17/02/2022",P3,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
42,60,0,Married,"10,28",TR92478,"17/02/2022",P8,16000,2,32000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
359,46,0,Married,"19,99",TR93081,"17/02/2022",P10,15000,1,15000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cheese Stick
101,61,1,Married,"54,2",TR2544,"18/02/2022",P3,7500,4,30000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
188,46,1,Married,"25,22",TR33755,"18/02/2022",P9,10000,4,40000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
101,61,1,Married,"54,2",TR54171,"18/02/2022",P10,15000,2,30000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick
438,36,1,Single,"5,43",TR60485,"18/02/2022",P2,3200,4,12800,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
246,40,1,Single,"21,81",TR63147,"18/02/2022",P3,7500,1,7500,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers
176,54,1,Married,"18,32",TR73257,"18/02/2022",P2,3200,6,19200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
63,58,0,Married,"10,78",TR79756,"18/02/2022",P5,4200,5,21000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
204,53,0,Married,"9,46",TR82004,"18/02/2022",P7,9400,2,18800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
13,23,0,Single,"2,03",TR88302,"18/02/2022",P5,4200,5,21000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
4,31,1,Married,"4,87",TR92144,"18/02/2022",P1,8800,5,44000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Choco Bar
215,25,0,Single,"5,54",TR92560,"18/02/2022",P7,9400,5,47000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
221,23,1,Single,"7,5",TR93452,"18/02/2022",P8,16000,2,32000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
223,62,1,Single,"5,35",TR10670,"19/02/2022",P7,9400,6,56400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
261,46,0,Single,"5,89",TR12381,"19/02/2022",P9,10000,6,60000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Yoghurt
157,44,0,Single,"2,52",TR31972,"19/02/2022",P2,3200,7,22400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
162,49,0,Married,"11,46",TR4732,"19/02/2022",P7,9400,3,28200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
391,26,0,Married,"4,98",TR50286,"19/02/2022",P8,16000,3,48000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
85,59,1,Married,"7,89",TR50313,"19/02/2022",P5,4200,3,12600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
182,44,1,Married,"14,57",TR6443,"19/02/2022",P5,4200,3,12600,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
124,28,0,Single,"5,12",TR66033,"19/02/2022",P4,12000,2,24000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip
153,36,1,Married,"9,54",TR68401,"19/02/2022",P8,16000,2,32000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Oat
377,53,0,Single,"10,39",TR73100,"19/02/2022",P10,15000,3,45000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Cheese Stick
196,34,0,Married,"3,17",TR75016,"19/02/2022",P8,16000,2,32000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Oat
291,49,0,Married,"19,98",TR80197,"19/02/2022",P10,15000,1,15000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
263,40,1,Married,"10,21",TR12740,"20/02/2022",P5,4200,4,16800,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Thai Tea
8,37,1,Married,"5,49",TR49367,"20/02/2022",P8,16000,1,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
231,51,1,Married,"16,59",TR61464,"20/02/2022",P3,7500,4,30000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
202,28,0,Married,"4,53",TR68337,"20/02/2022",P7,9400,6,56400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
110,19,0,Married,"2,41",TR809,"20/02/2022",P10,15000,2,30000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
210,33,0,Married,"10,9",TR83326,"20/02/2022",P8,16000,1,16000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
240,22,1,Single,"3,33",TR9376,"20/02/2022",P7,9400,4,37600,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Coffee Candy
275,41,0,Married,"15,33",TR10469,"21/02/2022",P3,7500,2,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Crackers
129,35,1,Single,"10,46",TR11166,"21/02/2022",P10,15000,3,45000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cheese Stick
430,55,1,Single,"18,37",TR16611,"21/02/2022",P8,16000,3,48000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
115,39,0,Married,"5,07",TR22908,"21/02/2022",P7,9400,6,56400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
380,40,0,Married,"5,77",TR22968,"21/02/2022",P2,3200,6,19200,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
182,44,1,Married,"14,57",TR23981,"21/02/2022",P7,9400,5,47000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
44,40,0,Married,"10,65",TR29122,"21/02/2022",P8,16000,3,48000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Oat
417,47,1,Married,"12,75",TR54634,"21/02/2022",P2,3200,4,12800,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
181,33,1,Married,"9,94",TR82002,"21/02/2022",P5,4200,5,21000,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
58,27,1,Married,"4,43",TR90976,"21/02/2022",P2,3200,4,12800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
65,38,0,Married,"4,36",TR93475,"21/02/2022",P5,4200,5,21000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Thai Tea
372,31,1,Married,"6,19",TR95650,"21/02/2022",P8,16000,3,48000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Oat
13,23,0,Single,"2,03",TR98774,"21/02/2022",P3,7500,4,30000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Crackers
340,41,0,Single,"10,9",TR11656,"22/02/2022",P5,4200,2,8400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
404,22,0,Single,"2,69",TR15420,"22/02/2022",P9,10000,4,40000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
323,58,0,Married,"10,55",TR26241,"22/02/2022",P1,8800,4,35200,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar
252,18,1,Single,"0",TR29564,"22/02/2022",P10,15000,1,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Cheese Stick
165,44,1,Married,"14,58",TR46326,"22/02/2022",P9,10000,7,70000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
402,51,0,Married,"17,65",TR50463,"22/02/2022",P4,12000,3,36000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
20,43,0,Married,"18,91",TR62611,"22/02/2022",P7,9400,2,18800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Coffee Candy
143,25,1,Single,"2,87",TR74694,"22/02/2022",P4,12000,3,36000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Potato Chip
190,34,1,Married,"8,85",TR86914,"22/02/2022",P7,9400,4,37600,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Coffee Candy
428,60,1,Married,"4,49",TR87911,"22/02/2022",P2,3200,5,16000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
55,34,1,Married,"8,44",TR93693,"22/02/2022",P2,3200,7,22400,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Ginger Candy 
383,39,0,Married,"3,27",TR96631,"22/02/2022",P3,7500,2,15000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Crackers
254,58,0,Single,"6,05",TR99067,"22/02/2022",P2,3200,5,16000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
424,38,0,Married,"10,06",TR10495,"23/02/2022",P8,16000,1,16000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
175,60,0,Married,"9,7",TR16968,"23/02/2022",P8,16000,3,48000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Oat
13,23,0,Single,"2,03",TR21266,"23/02/2022",P8,16000,1,16000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
85,59,1,Married,"7,89",TR3053,"23/02/2022",P5,4200,5,21000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Thai Tea
288,22,0,Single,"0",TR40083,"23/02/2022",P1,8800,9,79200,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Choco Bar
362,25,0,Single,"7,47",TR42844,"23/02/2022",P4,12000,3,36000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Potato Chip
352,69,0,Single,"6,15",TR45473,"23/02/2022",P5,4200,5,21000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
272,60,0,Married,"4,05",TR47197,"23/02/2022",P10,15000,5,75000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
1,55,1,Married,"5,12",TR54475,"23/02/2022",P8,16000,1,16000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Oat
263,40,1,Married,"10,21",TR57090,"23/02/2022",P1,8800,4,35200,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
184,33,0,Single,"13,93",TR57803,"23/02/2022",P5,4200,5,21000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
417,47,1,Married,"12,75",TR64418,"23/02/2022",P9,10000,1,10000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Yoghurt
120,30,0,Married,"2,48",TR81816,"23/02/2022",P1,8800,10,88000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Choco Bar
225,59,1,Married,"10,59",TR81902,"23/02/2022",P5,4200,3,12600,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
29,59,1,Married,"10,5",TR89181,"23/02/2022",P5,4200,5,21000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
141,65,1,Married,"9,94",TR93840,"23/02/2022",P6,18000,2,36000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Cashew
388,44,1,Married,"16,12",TR95226,"23/02/2022",P7,9400,3,28200,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
197,51,0,Married,"13,33",TR99519,"23/02/2022",P1,8800,9,79200,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Choco Bar
316,45,0,Married,"9,49",TR17924,"24/02/2022",P4,12000,4,48000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Potato Chip
392,45,0,Married,"19,68",TR22442,"24/02/2022",P7,9400,5,47000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Coffee Candy
444,53,0,Married,"15,31",TR34575,"24/02/2022",P6,18000,1,18000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Cashew
174,45,1,Married,"17,34",TR41753,"24/02/2022",P9,10000,4,40000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Yoghurt
120,30,0,Married,"2,48",TR53342,"24/02/2022",P4,12000,1,12000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Potato Chip
13,23,0,Single,"2,03",TR54176,"24/02/2022",P9,10000,1,10000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Yoghurt
415,44,0,Married,"18,57",TR5763,"24/02/2022",P7,9400,5,47000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
361,26,1,Single,"0,06",TR62292,"24/02/2022",P5,4200,2,8400,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
55,34,1,Married,"8,44",TR87161,"24/02/2022",P2,3200,3,9600,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
398,33,0,Married,"7,44",TR91689,"24/02/2022",P5,4200,5,21000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Thai Tea
260,33,0,Single,"6,65",TR98979,"24/02/2022",P6,18000,2,36000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cashew
43,53,0,Married,"16,64",TR17732,"25/02/2022",P2,3200,6,19200,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Ginger Candy 
53,32,0,Married,"7,36",TR23439,"25/02/2022",P6,18000,1,18000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Cashew
281,35,0,Married,"3,03",TR33521,"25/02/2022",P5,4200,4,16800,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
67,19,0,Single,"0",TR37598,"25/02/2022",P3,7500,5,37500,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
240,22,1,Single,"3,33",TR5583,"25/02/2022",P5,4200,4,16800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
15,30,0,Married,"4,52",TR59484,"25/02/2022",P2,3200,5,16000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Ginger Candy 
133,47,1,Married,"20,81",TR67161,"25/02/2022",P9,10000,2,20000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Yoghurt
283,19,1,Single,"0",TR82243,"25/02/2022",P2,3200,7,22400,13,Buana,Buana,General Trade,"-1,26916","116,825264",Ginger Candy 
223,62,1,Single,"5,35",TR94290,"25/02/2022",P1,8800,2,17600,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Choco Bar
106,24,0,Single,"6,79",TR13291,"26/02/2022",P3,7500,5,37500,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Crackers
27,43,0,Married,"17,42",TR13728,"26/02/2022",P8,16000,3,48000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Oat
174,45,1,Married,"17,34",TR16793,"26/02/2022",P2,3200,7,22400,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Ginger Candy 
167,28,1,Married,"2,91",TR234,"26/02/2022",P7,9400,6,56400,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Coffee Candy
347,26,1,Single,"3,69",TR27027,"26/02/2022",P10,15000,1,15000,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Cheese Stick
206,68,0,Married,"8,3",TR27596,"26/02/2022",P10,15000,4,60000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cheese Stick
272,60,0,Married,"4,05",TR30095,"26/02/2022",P4,12000,1,12000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Potato Chip
303,45,0,Married,"10,34",TR32741,"26/02/2022",P7,9400,2,18800,13,Buana,Buana,General Trade,"-1,26916","116,825264",Coffee Candy
313,46,0,Married,"15,39",TR40850,"26/02/2022",P1,8800,4,35200,13,Buana,Buana,General Trade,"-1,26916","116,825264",Choco Bar
108,25,0,Single,"6,87",TR5720,"26/02/2022",P7,9400,5,47000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Coffee Candy
57,33,1,Married,"6,5",TR5904,"26/02/2022",P10,15000,5,75000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Cheese Stick
20,43,0,Married,"18,91",TR59734,"26/02/2022",P3,7500,3,22500,13,Buana,Buana,General Trade,"-1,26916","116,825264",Crackers
68,48,1,Married,"17,42",TR65685,"26/02/2022",P1,8800,10,88000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Choco Bar
8,37,1,Married,"5,49",TR70082,"26/02/2022",P8,16000,3,48000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Oat
113,57,0,Married,"71,3",TR70286,"26/02/2022",P5,4200,4,16800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Thai Tea
349,37,0,Married,"5,96",TR71762,"26/02/2022",P3,7500,6,45000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Crackers
189,59,1,Single,"5,15",TR78268,"26/02/2022",P1,8800,8,70400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar
124,28,0,Single,"5,12",TR79559,"26/02/2022",P5,4200,4,16800,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Thai Tea
72,26,0,Single,"1,81",TR86888,"26/02/2022",P9,10000,2,20000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Yoghurt
395,28,0,Married,"3,39",TR90790,"26/02/2022",P9,10000,2,20000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Yoghurt
321,45,0,Married,"8,03",TR91278,"26/02/2022",P7,9400,6,56400,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Coffee Candy
396,36,1,Married,"9,18",TR22980,"27/02/2022",P2,3200,6,19200,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Ginger Candy 
310,23,0,Married,"4,17",TR26560,"27/02/2022",P1,8800,5,44000,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Choco Bar
435,29,1,Married,"3,61",TR26577,"27/02/2022",P3,7500,5,37500,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Crackers
186,34,1,Married,"4,02",TR39096,"27/02/2022",P5,4200,4,16800,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
172,57,1,Married,"8,96",TR3951,"27/02/2022",P6,18000,3,54000,8,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753",Cashew
221,23,1,Single,"7,5",TR49863,"27/02/2022",P2,3200,6,19200,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
2,60,1,Married,"6,23",TR53040,"27/02/2022",P5,4200,4,16800,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Thai Tea
364,27,1,Married,"3,41",TR54890,"27/02/2022",P10,15000,4,60000,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Cheese Stick
103,31,1,Single,"4,01",TR62409,"27/02/2022",P2,3200,3,9600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Ginger Candy 
13,23,0,Single,"2,03",TR6960,"27/02/2022",P1,8800,5,44000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Choco Bar
65,38,0,Married,"4,36",TR79552,"27/02/2022",P2,3200,6,19200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
120,30,0,Married,"2,48",TR80868,"27/02/2022",P8,16000,1,16000,7,Buana Indah,Buana,General Trade,"3,316694","114,590111",Oat
175,60,0,Married,"9,7",TR84031,"27/02/2022",P7,9400,5,47000,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Coffee Candy
282,55,0,Married,"11,38",TR90717,"27/02/2022",P10,15000,4,60000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Cheese Stick
326,24,1,Single,"2,69",TR93245,"27/02/2022",P6,18000,4,72000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cashew
61,40,0,Married,"7",TR95309,"27/02/2022",P9,10000,5,50000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Yoghurt
136,28,1,Married,"2,96",TR96032,"27/02/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
355,19,1,Single,"0",TR97696,"27/02/2022",P7,9400,5,47000,10,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513",Coffee Candy
197,51,0,Married,"13,33",TR10357,"28/02/2022",P3,7500,5,37500,3,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529",Crackers
141,65,1,Married,"9,94",TR23843,"28/02/2022",P10,15000,1,15000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Cheese Stick
222,45,0,Married,"15,03",TR28498,"28/02/2022",P8,16000,3,48000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Oat
377,53,0,Single,"10,39",TR3028,"28/02/2022",P2,3200,6,19200,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
446,57,0,Married,"7,81",TR33274,"28/02/2022",P4,12000,2,24000,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Potato Chip
216,30,0,Married,"4,82",TR33854,"28/02/2022",P1,8800,7,61600,1,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666",Choco Bar
420,48,1,Single,"6,01",TR44516,"28/02/2022",P2,3200,7,22400,11,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403",Ginger Candy 
297,41,1,Married,"12,13",TR52498,"28/02/2022",P2,3200,3,9600,12,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554",Ginger Candy 
221,23,1,Single,"7,5",TR66435,"28/02/2022",P4,12000,3,36000,14,Priangan,Priangan,Modern Trade,"-5,45","105,26667",Potato Chip
433,48,1,Married,"11,97",TR81599,"28/02/2022",P5,4200,5,21000,4,Gita Ginara,Gita,General Trade,"-6,966667","110,416664",Thai Tea
112,31,1,Married,"4,44",TR84380,"28/02/2022",P3,7500,3,22500,6,Lingga,Lingga,Modern Trade,"-5,135399","119,42379",Crackers
124,28,0,Single,"5,12",TR8551,"28/02/2022",P2,3200,4,12800,9,Lingga,Lingga,Modern Trade,"-3,654703","128,190643",Ginger Candy 
108,25,0,Single,"6,87",TR96146,"28/02/2022",P5,4200,5,21000,5,Bonafid,Gita,General Trade,"-7,250445","112,768845",Thai Tea
92,60,0,Married,"10,72",TR9718,"28/02/2022",P8,16000,2,32000,13,Buana,Buana,General Trade,"-1,26916","116,825264",Oat
368,44,0,Married,"16,13",TR10183,"01/03/2022",P10,15000,1,15000,2,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238",Cheese Stick
